el	es 
data\el_es\el\20091111-0900-PLENARY-19-el_es_20091111-22-37-52_6.wav	data\el_es\es\20091111-0900-PLENARY-19-el_es_20091111-22-37-52_6.wav
data\el_es\el\20091111-0900-PLENARY-19-el_es_20091111-22-37-52_7.wav	data\el_es\es\20091111-0900-PLENARY-19-el_es_20091111-22-37-52_7.wav
data\el_es\el\20091111-0900-PLENARY-19-el_es_20091111-22-37-52_9.wav	data\el_es\es\20091111-0900-PLENARY-19-el_es_20091111-22-37-52_9.wav
data\el_es\el\20091111-0900-PLENARY-19-el_es_20091111-22-40-14_0.wav	data\el_es\es\20091111-0900-PLENARY-19-el_es_20091111-22-40-14_0.wav
data\el_es\el\20091111-0900-PLENARY-19-el_es_20091111-22-40-14_1.wav	data\el_es\es\20091111-0900-PLENARY-19-el_es_20091111-22-40-14_1.wav
data\el_es\el\20091111-0900-PLENARY-19-el_es_20091111-22-40-14_10.wav	data\el_es\es\20091111-0900-PLENARY-19-el_es_20091111-22-40-14_10.wav
data\el_es\el\20091111-0900-PLENARY-19-el_es_20091111-22-40-14_11.wav	data\el_es\es\20091111-0900-PLENARY-19-el_es_20091111-22-40-14_11.wav
data\el_es\el\20091111-0900-PLENARY-19-el_es_20091111-22-40-14_14.wav	data\el_es\es\20091111-0900-PLENARY-19-el_es_20091111-22-40-14_14.wav
data\el_es\el\20091111-0900-PLENARY-19-el_es_20091111-22-40-14_15.wav	data\el_es\es\20091111-0900-PLENARY-19-el_es_20091111-22-40-14_15.wav
data\el_es\el\20091111-0900-PLENARY-19-el_es_20091111-22-40-14_2.wav	data\el_es\es\20091111-0900-PLENARY-19-el_es_20091111-22-40-14_2.wav
data\el_es\el\20091111-0900-PLENARY-19-el_es_20091111-22-40-14_4.wav	data\el_es\es\20091111-0900-PLENARY-19-el_es_20091111-22-40-14_4.wav
data\el_es\el\20091111-0900-PLENARY-19-el_es_20091111-22-40-14_5.wav	data\el_es\es\20091111-0900-PLENARY-19-el_es_20091111-22-40-14_5.wav
data\el_es\el\20091111-0900-PLENARY-19-el_es_20091111-22-40-14_8.wav	data\el_es\es\20091111-0900-PLENARY-19-el_es_20091111-22-40-14_8.wav
data\el_es\el\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_0.wav	data\el_es\es\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_0.wav
data\el_es\el\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_1.wav	data\el_es\es\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_1.wav
data\el_es\el\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_10.wav	data\el_es\es\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_10.wav
data\el_es\el\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_11.wav	data\el_es\es\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_11.wav
data\el_es\el\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_12.wav	data\el_es\es\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_12.wav
data\el_es\el\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_13.wav	data\el_es\es\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_13.wav
data\el_es\el\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_14.wav	data\el_es\es\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_14.wav
data\el_es\el\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_17.wav	data\el_es\es\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_17.wav
data\el_es\el\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_19.wav	data\el_es\es\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_19.wav
data\el_es\el\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_2.wav	data\el_es\es\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_2.wav
data\el_es\el\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_20.wav	data\el_es\es\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_20.wav
data\el_es\el\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_21.wav	data\el_es\es\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_21.wav
data\el_es\el\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_23.wav	data\el_es\es\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_23.wav
data\el_es\el\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_24.wav	data\el_es\es\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_24.wav
data\el_es\el\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_25.wav	data\el_es\es\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_25.wav
data\el_es\el\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_26.wav	data\el_es\es\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_26.wav
data\el_es\el\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_27.wav	data\el_es\es\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_27.wav
data\el_es\el\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_3.wav	data\el_es\es\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_3.wav
data\el_es\el\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_5.wav	data\el_es\es\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_5.wav
data\el_es\el\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_6.wav	data\el_es\es\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_6.wav
data\el_es\el\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_7.wav	data\el_es\es\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_7.wav
data\el_es\el\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_8.wav	data\el_es\es\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_8.wav
data\el_es\el\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_9.wav	data\el_es\es\20091111-0900-PLENARY-19-el_es_20091111-23-05-12_9.wav
data\el_es\el\20091111-0900-PLENARY-20-el_es_20091111-23-16-42_1.wav	data\el_es\es\20091111-0900-PLENARY-20-el_es_20091111-23-16-42_1.wav
data\el_es\el\20091111-0900-PLENARY-20-el_es_20091111-23-16-42_10.wav	data\el_es\es\20091111-0900-PLENARY-20-el_es_20091111-23-16-42_10.wav
data\el_es\el\20091111-0900-PLENARY-20-el_es_20091111-23-16-42_11.wav	data\el_es\es\20091111-0900-PLENARY-20-el_es_20091111-23-16-42_11.wav
data\el_es\el\20091111-0900-PLENARY-20-el_es_20091111-23-16-42_3.wav	data\el_es\es\20091111-0900-PLENARY-20-el_es_20091111-23-16-42_3.wav
data\el_es\el\20091111-0900-PLENARY-20-el_es_20091111-23-16-42_5.wav	data\el_es\es\20091111-0900-PLENARY-20-el_es_20091111-23-16-42_5.wav
data\el_es\el\20091111-0900-PLENARY-20-el_es_20091111-23-16-42_6.wav	data\el_es\es\20091111-0900-PLENARY-20-el_es_20091111-23-16-42_6.wav
data\el_es\el\20091111-0900-PLENARY-20-el_es_20091111-23-16-42_7.wav	data\el_es\es\20091111-0900-PLENARY-20-el_es_20091111-23-16-42_7.wav
data\el_es\el\20091111-0900-PLENARY-20-el_es_20091111-23-16-42_8.wav	data\el_es\es\20091111-0900-PLENARY-20-el_es_20091111-23-16-42_8.wav
data\el_es\el\20091111-0900-PLENARY-20-el_es_20091111-23-19-07_0.wav	data\el_es\es\20091111-0900-PLENARY-20-el_es_20091111-23-19-07_0.wav
data\el_es\el\20091111-0900-PLENARY-20-el_es_20091111-23-19-07_2.wav	data\el_es\es\20091111-0900-PLENARY-20-el_es_20091111-23-19-07_2.wav
data\el_es\el\20091111-0900-PLENARY-20-el_es_20091111-23-19-07_4.wav	data\el_es\es\20091111-0900-PLENARY-20-el_es_20091111-23-19-07_4.wav
data\el_es\el\20091111-0900-PLENARY-20-el_es_20091111-23-19-07_5.wav	data\el_es\es\20091111-0900-PLENARY-20-el_es_20091111-23-19-07_5.wav
data\el_es\el\20091111-0900-PLENARY-20-el_es_20091111-23-19-07_6.wav	data\el_es\es\20091111-0900-PLENARY-20-el_es_20091111-23-19-07_6.wav
data\el_es\el\20091111-0900-PLENARY-20-el_es_20091111-23-19-07_7.wav	data\el_es\es\20091111-0900-PLENARY-20-el_es_20091111-23-19-07_7.wav
data\el_es\el\20091111-0900-PLENARY-20-el_es_20091111-23-31-23_2.wav	data\el_es\es\20091111-0900-PLENARY-20-el_es_20091111-23-31-23_2.wav
data\el_es\el\20091111-0900-PLENARY-20-el_es_20091111-23-31-23_3.wav	data\el_es\es\20091111-0900-PLENARY-20-el_es_20091111-23-31-23_3.wav
data\el_es\el\20091111-0900-PLENARY-20-el_es_20091111-23-32-38_0.wav	data\el_es\es\20091111-0900-PLENARY-20-el_es_20091111-23-32-38_0.wav
data\el_es\el\20091111-0900-PLENARY-20-el_es_20091111-23-32-38_4.wav	data\el_es\es\20091111-0900-PLENARY-20-el_es_20091111-23-32-38_4.wav
data\el_es\el\20091111-0900-PLENARY-20-el_es_20091111-23-32-38_5.wav	data\el_es\es\20091111-0900-PLENARY-20-el_es_20091111-23-32-38_5.wav
data\el_es\el\20091111-0900-PLENARY-20-el_es_20091111-23-32-38_6.wav	data\el_es\es\20091111-0900-PLENARY-20-el_es_20091111-23-32-38_6.wav
data\el_es\el\20091111-0900-PLENARY-20-el_es_20091111-23-32-38_8.wav	data\el_es\es\20091111-0900-PLENARY-20-el_es_20091111-23-32-38_8.wav
data\el_es\el\20091111-0900-PLENARY-20-el_es_20091111-23-36-35_0.wav	data\el_es\es\20091111-0900-PLENARY-20-el_es_20091111-23-36-35_0.wav
data\el_es\el\20091111-0900-PLENARY-20-el_es_20091111-23-36-35_3.wav	data\el_es\es\20091111-0900-PLENARY-20-el_es_20091111-23-36-35_3.wav
data\el_es\el\20091111-0900-PLENARY-20-el_es_20091111-23-36-35_4.wav	data\el_es\es\20091111-0900-PLENARY-20-el_es_20091111-23-36-35_4.wav
data\el_es\el\20091111-0900-PLENARY-20-el_es_20091111-23-36-35_5.wav	data\el_es\es\20091111-0900-PLENARY-20-el_es_20091111-23-36-35_5.wav
data\el_es\el\20091111-0900-PLENARY-9-el_es_20091111-16-04-29_0.wav	data\el_es\es\20091111-0900-PLENARY-9-el_es_20091111-16-04-29_0.wav
data\el_es\el\20091111-0900-PLENARY-9-el_es_20091111-16-04-29_1.wav	data\el_es\es\20091111-0900-PLENARY-9-el_es_20091111-16-04-29_1.wav
data\el_es\el\20091112-0900-PLENARY-5-el_es_20091112-09-47-57_1.wav	data\el_es\es\20091112-0900-PLENARY-5-el_es_20091112-09-47-57_1.wav
data\el_es\el\20091112-0900-PLENARY-5-el_es_20091112-09-47-57_2.wav	data\el_es\es\20091112-0900-PLENARY-5-el_es_20091112-09-47-57_2.wav
data\el_es\el\20091112-0900-PLENARY-5-el_es_20091112-09-47-57_3.wav	data\el_es\es\20091112-0900-PLENARY-5-el_es_20091112-09-47-57_3.wav
data\el_es\el\20091112-0900-PLENARY-5-el_es_20091112-09-53-32_0.wav	data\el_es\es\20091112-0900-PLENARY-5-el_es_20091112-09-53-32_0.wav
data\el_es\el\20091112-0900-PLENARY-5-el_es_20091112-09-53-32_1.wav	data\el_es\es\20091112-0900-PLENARY-5-el_es_20091112-09-53-32_1.wav
data\el_es\el\20091112-0900-PLENARY-5-el_es_20091112-09-53-32_2.wav	data\el_es\es\20091112-0900-PLENARY-5-el_es_20091112-09-53-32_2.wav
data\el_es\el\20091112-0900-PLENARY-5-el_es_20091112-09-53-32_5.wav	data\el_es\es\20091112-0900-PLENARY-5-el_es_20091112-09-53-32_5.wav
data\el_es\el\20091112-0900-PLENARY-5-el_es_20091112-09-53-32_6.wav	data\el_es\es\20091112-0900-PLENARY-5-el_es_20091112-09-53-32_6.wav
data\el_es\el\20091112-0900-PLENARY-6-el_es_20091112-10-20-07_1.wav	data\el_es\es\20091112-0900-PLENARY-6-el_es_20091112-10-20-07_1.wav
data\el_es\el\20091112-0900-PLENARY-6-el_es_20091112-10-20-07_2.wav	data\el_es\es\20091112-0900-PLENARY-6-el_es_20091112-10-20-07_2.wav
data\el_es\el\20091112-0900-PLENARY-6-el_es_20091112-10-20-07_3.wav	data\el_es\es\20091112-0900-PLENARY-6-el_es_20091112-10-20-07_3.wav
data\el_es\el\20091112-0900-PLENARY-6-el_es_20091112-10-20-07_4.wav	data\el_es\es\20091112-0900-PLENARY-6-el_es_20091112-10-20-07_4.wav
data\el_es\el\20091112-0900-PLENARY-6-el_es_20091112-10-20-07_5.wav	data\el_es\es\20091112-0900-PLENARY-6-el_es_20091112-10-20-07_5.wav
data\el_es\el\20091112-0900-PLENARY-6-el_es_20091112-10-20-07_6.wav	data\el_es\es\20091112-0900-PLENARY-6-el_es_20091112-10-20-07_6.wav
data\el_es\el\20091112-0900-PLENARY-6-el_es_20091112-10-34-50_1.wav	data\el_es\es\20091112-0900-PLENARY-6-el_es_20091112-10-34-50_1.wav
data\el_es\el\20091112-0900-PLENARY-6-el_es_20091112-10-34-50_10.wav	data\el_es\es\20091112-0900-PLENARY-6-el_es_20091112-10-34-50_10.wav
data\el_es\el\20091112-0900-PLENARY-6-el_es_20091112-10-34-50_2.wav	data\el_es\es\20091112-0900-PLENARY-6-el_es_20091112-10-34-50_2.wav
data\el_es\el\20091112-0900-PLENARY-6-el_es_20091112-10-34-50_3.wav	data\el_es\es\20091112-0900-PLENARY-6-el_es_20091112-10-34-50_3.wav
data\el_es\el\20091112-0900-PLENARY-6-el_es_20091112-10-34-50_4.wav	data\el_es\es\20091112-0900-PLENARY-6-el_es_20091112-10-34-50_4.wav
data\el_es\el\20091112-0900-PLENARY-6-el_es_20091112-10-34-50_5.wav	data\el_es\es\20091112-0900-PLENARY-6-el_es_20091112-10-34-50_5.wav
data\el_es\el\20091112-0900-PLENARY-6-el_es_20091112-10-34-50_6.wav	data\el_es\es\20091112-0900-PLENARY-6-el_es_20091112-10-34-50_6.wav
data\el_es\el\20091112-0900-PLENARY-6-el_es_20091112-10-34-50_7.wav	data\el_es\es\20091112-0900-PLENARY-6-el_es_20091112-10-34-50_7.wav
data\el_es\el\20091112-0900-PLENARY-6-el_es_20091112-10-34-50_9.wav	data\el_es\es\20091112-0900-PLENARY-6-el_es_20091112-10-34-50_9.wav
data\el_es\el\20091123-0900-PLENARY-12-el_es_20091123-18-17-30_1.wav	data\el_es\es\20091123-0900-PLENARY-12-el_es_20091123-18-17-30_1.wav
data\el_es\el\20091123-0900-PLENARY-12-el_es_20091123-18-17-30_2.wav	data\el_es\es\20091123-0900-PLENARY-12-el_es_20091123-18-17-30_2.wav
data\el_es\el\20091123-0900-PLENARY-12-el_es_20091123-18-17-30_3.wav	data\el_es\es\20091123-0900-PLENARY-12-el_es_20091123-18-17-30_3.wav
data\el_es\el\20091123-0900-PLENARY-12-el_es_20091123-18-17-30_4.wav	data\el_es\es\20091123-0900-PLENARY-12-el_es_20091123-18-17-30_4.wav
data\el_es\el\20091123-0900-PLENARY-12-el_es_20091123-18-17-30_5.wav	data\el_es\es\20091123-0900-PLENARY-12-el_es_20091123-18-17-30_5.wav
data\el_es\el\20091123-0900-PLENARY-12-el_es_20091123-18-17-30_6.wav	data\el_es\es\20091123-0900-PLENARY-12-el_es_20091123-18-17-30_6.wav
data\el_es\el\20091123-0900-PLENARY-12-el_es_20091123-18-17-30_7.wav	data\el_es\es\20091123-0900-PLENARY-12-el_es_20091123-18-17-30_7.wav
data\el_es\el\20091123-0900-PLENARY-12-el_es_20091123-18-17-30_8.wav	data\el_es\es\20091123-0900-PLENARY-12-el_es_20091123-18-17-30_8.wav
data\el_es\el\20091123-0900-PLENARY-13-el_es_20091123-19-14-39_1.wav	data\el_es\es\20091123-0900-PLENARY-13-el_es_20091123-19-14-39_1.wav
data\el_es\el\20091123-0900-PLENARY-13-el_es_20091123-19-14-39_10.wav	data\el_es\es\20091123-0900-PLENARY-13-el_es_20091123-19-14-39_10.wav
data\el_es\el\20091123-0900-PLENARY-13-el_es_20091123-19-14-39_11.wav	data\el_es\es\20091123-0900-PLENARY-13-el_es_20091123-19-14-39_11.wav
data\el_es\el\20091123-0900-PLENARY-13-el_es_20091123-19-14-39_12.wav	data\el_es\es\20091123-0900-PLENARY-13-el_es_20091123-19-14-39_12.wav
data\el_es\el\20091123-0900-PLENARY-13-el_es_20091123-19-14-39_13.wav	data\el_es\es\20091123-0900-PLENARY-13-el_es_20091123-19-14-39_13.wav
data\el_es\el\20091123-0900-PLENARY-13-el_es_20091123-19-14-39_14.wav	data\el_es\es\20091123-0900-PLENARY-13-el_es_20091123-19-14-39_14.wav
data\el_es\el\20091123-0900-PLENARY-13-el_es_20091123-19-14-39_15.wav	data\el_es\es\20091123-0900-PLENARY-13-el_es_20091123-19-14-39_15.wav
data\el_es\el\20091123-0900-PLENARY-13-el_es_20091123-19-14-39_16.wav	data\el_es\es\20091123-0900-PLENARY-13-el_es_20091123-19-14-39_16.wav
data\el_es\el\20091123-0900-PLENARY-13-el_es_20091123-19-14-39_17.wav	data\el_es\es\20091123-0900-PLENARY-13-el_es_20091123-19-14-39_17.wav
data\el_es\el\20091123-0900-PLENARY-13-el_es_20091123-19-14-39_18.wav	data\el_es\es\20091123-0900-PLENARY-13-el_es_20091123-19-14-39_18.wav
data\el_es\el\20091123-0900-PLENARY-13-el_es_20091123-19-14-39_19.wav	data\el_es\es\20091123-0900-PLENARY-13-el_es_20091123-19-14-39_19.wav
data\el_es\el\20091123-0900-PLENARY-13-el_es_20091123-19-14-39_20.wav	data\el_es\es\20091123-0900-PLENARY-13-el_es_20091123-19-14-39_20.wav
data\el_es\el\20091123-0900-PLENARY-13-el_es_20091123-19-14-39_21.wav	data\el_es\es\20091123-0900-PLENARY-13-el_es_20091123-19-14-39_21.wav
data\el_es\el\20091123-0900-PLENARY-13-el_es_20091123-19-14-39_22.wav	data\el_es\es\20091123-0900-PLENARY-13-el_es_20091123-19-14-39_22.wav
data\el_es\el\20091123-0900-PLENARY-13-el_es_20091123-19-14-39_4.wav	data\el_es\es\20091123-0900-PLENARY-13-el_es_20091123-19-14-39_4.wav
data\el_es\el\20091123-0900-PLENARY-13-el_es_20091123-19-14-39_5.wav	data\el_es\es\20091123-0900-PLENARY-13-el_es_20091123-19-14-39_5.wav
data\el_es\el\20091123-0900-PLENARY-13-el_es_20091123-19-14-39_6.wav	data\el_es\es\20091123-0900-PLENARY-13-el_es_20091123-19-14-39_6.wav
data\el_es\el\20091123-0900-PLENARY-13-el_es_20091123-19-14-39_8.wav	data\el_es\es\20091123-0900-PLENARY-13-el_es_20091123-19-14-39_8.wav
data\el_es\el\20091123-0900-PLENARY-13-el_es_20091123-19-37-19_0.wav	data\el_es\es\20091123-0900-PLENARY-13-el_es_20091123-19-37-19_0.wav
data\el_es\el\20091123-0900-PLENARY-13-el_es_20091123-19-37-19_10.wav	data\el_es\es\20091123-0900-PLENARY-13-el_es_20091123-19-37-19_10.wav
data\el_es\el\20091123-0900-PLENARY-13-el_es_20091123-19-37-19_11.wav	data\el_es\es\20091123-0900-PLENARY-13-el_es_20091123-19-37-19_11.wav
data\el_es\el\20091123-0900-PLENARY-13-el_es_20091123-19-37-19_12.wav	data\el_es\es\20091123-0900-PLENARY-13-el_es_20091123-19-37-19_12.wav
data\el_es\el\20091123-0900-PLENARY-13-el_es_20091123-19-37-19_2.wav	data\el_es\es\20091123-0900-PLENARY-13-el_es_20091123-19-37-19_2.wav
data\el_es\el\20091123-0900-PLENARY-13-el_es_20091123-19-37-19_3.wav	data\el_es\es\20091123-0900-PLENARY-13-el_es_20091123-19-37-19_3.wav
data\el_es\el\20091123-0900-PLENARY-13-el_es_20091123-19-37-19_4.wav	data\el_es\es\20091123-0900-PLENARY-13-el_es_20091123-19-37-19_4.wav
data\el_es\el\20091123-0900-PLENARY-13-el_es_20091123-19-37-19_5.wav	data\el_es\es\20091123-0900-PLENARY-13-el_es_20091123-19-37-19_5.wav
data\el_es\el\20091123-0900-PLENARY-13-el_es_20091123-19-37-19_7.wav	data\el_es\es\20091123-0900-PLENARY-13-el_es_20091123-19-37-19_7.wav
data\el_es\el\20091123-0900-PLENARY-13-el_es_20091123-19-37-19_9.wav	data\el_es\es\20091123-0900-PLENARY-13-el_es_20091123-19-37-19_9.wav
data\el_es\el\20091123-0900-PLENARY-13-el_es_20091123-20-21-36_0.wav	data\el_es\es\20091123-0900-PLENARY-13-el_es_20091123-20-21-36_0.wav
data\el_es\el\20091123-0900-PLENARY-13-el_es_20091123-20-21-36_1.wav	data\el_es\es\20091123-0900-PLENARY-13-el_es_20091123-20-21-36_1.wav
data\el_es\el\20091123-0900-PLENARY-13-el_es_20091123-20-21-36_10.wav	data\el_es\es\20091123-0900-PLENARY-13-el_es_20091123-20-21-36_10.wav
data\el_es\el\20091123-0900-PLENARY-13-el_es_20091123-20-21-36_13.wav	data\el_es\es\20091123-0900-PLENARY-13-el_es_20091123-20-21-36_13.wav
data\el_es\el\20091123-0900-PLENARY-13-el_es_20091123-20-21-36_14.wav	data\el_es\es\20091123-0900-PLENARY-13-el_es_20091123-20-21-36_14.wav
data\el_es\el\20091123-0900-PLENARY-13-el_es_20091123-20-21-36_15.wav	data\el_es\es\20091123-0900-PLENARY-13-el_es_20091123-20-21-36_15.wav
data\el_es\el\20091123-0900-PLENARY-13-el_es_20091123-20-21-36_3.wav	data\el_es\es\20091123-0900-PLENARY-13-el_es_20091123-20-21-36_3.wav
data\el_es\el\20091123-0900-PLENARY-13-el_es_20091123-20-21-36_4.wav	data\el_es\es\20091123-0900-PLENARY-13-el_es_20091123-20-21-36_4.wav
data\el_es\el\20091123-0900-PLENARY-13-el_es_20091123-20-21-36_5.wav	data\el_es\es\20091123-0900-PLENARY-13-el_es_20091123-20-21-36_5.wav
data\el_es\el\20091123-0900-PLENARY-13-el_es_20091123-20-21-36_6.wav	data\el_es\es\20091123-0900-PLENARY-13-el_es_20091123-20-21-36_6.wav
data\el_es\el\20091123-0900-PLENARY-13-el_es_20091123-20-21-36_7.wav	data\el_es\es\20091123-0900-PLENARY-13-el_es_20091123-20-21-36_7.wav
data\el_es\el\20091123-0900-PLENARY-13-el_es_20091123-20-21-36_8.wav	data\el_es\es\20091123-0900-PLENARY-13-el_es_20091123-20-21-36_8.wav
data\el_es\el\20091123-0900-PLENARY-13-el_es_20091123-20-21-36_9.wav	data\el_es\es\20091123-0900-PLENARY-13-el_es_20091123-20-21-36_9.wav
data\el_es\el\20091123-0900-PLENARY-17-el_es_20091123-21-27-37_1.wav	data\el_es\es\20091123-0900-PLENARY-17-el_es_20091123-21-27-37_1.wav
data\el_es\el\20091123-0900-PLENARY-17-el_es_20091123-21-27-37_2.wav	data\el_es\es\20091123-0900-PLENARY-17-el_es_20091123-21-27-37_2.wav
data\el_es\el\20091123-0900-PLENARY-17-el_es_20091123-21-27-37_3.wav	data\el_es\es\20091123-0900-PLENARY-17-el_es_20091123-21-27-37_3.wav
data\el_es\el\20091123-0900-PLENARY-17-el_es_20091123-21-27-37_4.wav	data\el_es\es\20091123-0900-PLENARY-17-el_es_20091123-21-27-37_4.wav
data\el_es\el\20091123-0900-PLENARY-17-el_es_20091123-21-27-37_5.wav	data\el_es\es\20091123-0900-PLENARY-17-el_es_20091123-21-27-37_5.wav
data\el_es\el\20091123-0900-PLENARY-17-el_es_20091123-21-27-37_6.wav	data\el_es\es\20091123-0900-PLENARY-17-el_es_20091123-21-27-37_6.wav
data\el_es\el\20091123-0900-PLENARY-17-el_es_20091123-21-27-37_7.wav	data\el_es\es\20091123-0900-PLENARY-17-el_es_20091123-21-27-37_7.wav
data\el_es\el\20091123-0900-PLENARY-17-el_es_20091123-21-57-31_1.wav	data\el_es\es\20091123-0900-PLENARY-17-el_es_20091123-21-57-31_1.wav
data\el_es\el\20091123-0900-PLENARY-9-el_es_20091123-17-17-17_0.wav	data\el_es\es\20091123-0900-PLENARY-9-el_es_20091123-17-17-17_0.wav
data\el_es\el\20091123-0900-PLENARY-9-el_es_20091123-17-17-17_1.wav	data\el_es\es\20091123-0900-PLENARY-9-el_es_20091123-17-17-17_1.wav
data\el_es\el\20091124-0900-PLENARY-10-el_es_20091124-17-01-17_0.wav	data\el_es\es\20091124-0900-PLENARY-10-el_es_20091124-17-01-17_0.wav
data\el_es\el\20091124-0900-PLENARY-10-el_es_20091124-17-01-17_1.wav	data\el_es\es\20091124-0900-PLENARY-10-el_es_20091124-17-01-17_1.wav
data\el_es\el\20091124-0900-PLENARY-10-el_es_20091124-17-01-17_10.wav	data\el_es\es\20091124-0900-PLENARY-10-el_es_20091124-17-01-17_10.wav
data\el_es\el\20091124-0900-PLENARY-10-el_es_20091124-17-01-17_11.wav	data\el_es\es\20091124-0900-PLENARY-10-el_es_20091124-17-01-17_11.wav
data\el_es\el\20091124-0900-PLENARY-10-el_es_20091124-17-01-17_2.wav	data\el_es\es\20091124-0900-PLENARY-10-el_es_20091124-17-01-17_2.wav
data\el_es\el\20091124-0900-PLENARY-10-el_es_20091124-17-01-17_3.wav	data\el_es\es\20091124-0900-PLENARY-10-el_es_20091124-17-01-17_3.wav
data\el_es\el\20091124-0900-PLENARY-10-el_es_20091124-17-01-17_4.wav	data\el_es\es\20091124-0900-PLENARY-10-el_es_20091124-17-01-17_4.wav
data\el_es\el\20091124-0900-PLENARY-10-el_es_20091124-17-01-17_5.wav	data\el_es\es\20091124-0900-PLENARY-10-el_es_20091124-17-01-17_5.wav
data\el_es\el\20091124-0900-PLENARY-10-el_es_20091124-17-01-17_6.wav	data\el_es\es\20091124-0900-PLENARY-10-el_es_20091124-17-01-17_6.wav
data\el_es\el\20091124-0900-PLENARY-10-el_es_20091124-17-01-17_8.wav	data\el_es\es\20091124-0900-PLENARY-10-el_es_20091124-17-01-17_8.wav
data\el_es\el\20091124-0900-PLENARY-10-el_es_20091124-17-01-17_9.wav	data\el_es\es\20091124-0900-PLENARY-10-el_es_20091124-17-01-17_9.wav
